x,y
24.7578,20.5767
29.9604,23.9367
18.7954,21.4343
28.5629,22.2361
19.6533,18.2992
26.3959,21.5551
28.5823,20.6225
22.4985,19.487
25.4303,18.0092
23.883,19.0245
19.9928,26.3113
21.4419,20.8933
25.2317,19.415
25.0205,20.1065
20.0117,22.0683
24.7193,22.2441
24.0431,21.5318
30.8247,15.7923
30.8663,19.6713
26.5243,20.1339
26.8186,24.2637
23.6124,20.4177
24.8839,25.8459
24.085,21.32
22.7762,20.5208
23.9159,18.4656
24.1595,23.3589
20.8209,25.6915
28.9378,21.3403
23.8493,20.5666
22.0571,18.0129
29.9463,18.669
20.7235,20.3517
28.4532,24.3896
25.7588,21.3225
26.6214,18.398
27.0599,23.2205
24.0097,21.8836
24.0231,20.6492
25.9884,18.381
19.8013,21.141
28.4566,24.0565
25.3657,24.0191
21.9762,21.0583
31.1248,14.5044
21.9792,17.6295
24.5409,19.9698
29.1766,21.201
19.6809,24.9084
28.9176,19.3348
28.8775,22.0306
24.2344,20.4649
23.4674,24.4026
22.549,24.121
24.9395,25.7079
21.1811,25.9216
20.8461,19.5206
27.1246,22.5638
29.3246,17.8684
25.2469,17.2571
23.4662,20.2301
21.9053,21.2615
26.5732,24.0102
26.3586,22.6378
23.7134,23.3697
20.9577,19.9379
28.4917,23.5522
21.7612,23.0682
25.4173,20.3539
22.6226,20.3685
20.3376,21.5157
28.676,22.1642
24.7211,27.294
25.8527,16.8043
21.2641,20.5805
23.8143,23.3724
28.533,16.2674
28.3968,20.2972
27.2582,19.2633
25.8272,17.7113
22.2357,16.0352
21.9427,19.1381
28.188,21.8691
26.6527,18.1471
22.178,24.8859
28.6421,22.19
24.4075,24.3356
23.8727,21.4877
22.564,21.6955
28.3516,20.3629
20.1656,25.4095
25.8967,20.8436
21.5884,21.4348
26.6235,18.157
23.8996,21.6432
25.4558,20.3796
23.8462,23.7302
18.7828,21.7952
22.0547,22.0087
26.0884,19.7801
30.412,21.3635
23.4878,27.3854
20.4025,22.5465
18.201,19.9369
23.7506,22.9471
28.7428,21.258
20.0199,15.6886
25.3052,22.2449
26.0912,21.613
27.4523,15.6813
24.0152,22.2938
29.7291,22.678
23.1038,21.4786
32.6905,22.3325
26.9986,24.5983
22.8247,20.575
28.9105,20.2606
22.0071,19.8083
26.884,14.7038
22.1537,23.7608
23.4261,15.1905
21.7127,23.6348
30.7393,23.5334
25.7443,24.1172
18.35,23.2327
26.1785,18.1397
26.9165,18.9679
23.8707,22.4111
28.2131,18.2472
24.5596,18.6566
30.6832,22.5417
23.6724,24.6853
28.6054,19.6336
23.024,22.8399
25.1365,22.7826
24.0238,16.5741
25.6577,20.162
23.9706,18.5373
24.7651,20.3372
22.5947,19.5204
20.0607,21.6461
21.9029,27.5239
26.5169,19.9553
23.9889,19.1434
24.7203,27.0233
21.9498,23.1457
23.7999,25.2286
22.1709,20.2108
26.636,19.0713
22.4906,18.6037
23.7349,20.4377
26.9242,25.0679
24.7961,25.9732
25.571,18.1125
21.0859,19.5502
26.7951,19.9332
17.8174,20.1564
19.4358,17.9873
24.0364,18.4019
27.441,16.3897
18.8872,20.1937
24.9877,19.9057
23.8401,22.6877
24.3614,21.2985
25.639,23.1334
23.908,19.7483
20.6762,21.0116
20.3425,24.2749
25.1812,17.8269
26.2511,19.8402
28.5636,23.1143
20.7057,26.9703
28.6234,20.1544
25.7633,16.3085
24.2986,20.1662
25.2099,21.034
26.8697,22.0318
26.1726,19.3706
26.8731,17.3632
20.3584,16.9928
29.3597,28.6684
26.9637,23.1401
26.8544,22.7496
26.1394,23.0491
27.9693,19.719
24.5516,21.2833
23.1258,15.2864
27.7319,25.196
26.1687,26.1375
24.9246,19.2049
29.0278,19.6179
25.7931,21.7389
24.9601,22.8038
26.4113,17.7725
22.8025,22.3216
35.5099,20.5478
20.0716,22.0941
23.5038,21.7118
25.9057,21.2866
30.3503,23.2515
25.7163,19.177
27.0797,18.4176
26.1375,24.4263
23.3149,21.5034
20.8364,21.0884
29.3686,20.4345
24.8157,23.3102
25.3786,19.3695
27.2855,22.474
24.2069,23.8827
28.2587,24.8079
30.1102,19.1212
28.0617,22.1154
22.5001,20.4512
24.387,21.453
26.484,21.4817
25.8081,16.859
26.8326,21.1998
28.3805,20.2378
27.953,16.3857
28.9036,24.4438
23.0745,29.2157
27.8479,18.5567
23.6008,23.9071
22.6804,16.5994
24.0975,19.2296
22.7741,25.1361
27.8099,23.304
25.3991,21.7383
21.9797,19.9418
24.9271,19.9974
21.3246,21.2294
24.3612,26.3769
24.5585,21.0227
20.1934,24.0341
22.5623,21.1201
22.681,26.3366
25.1459,21.696
19.2642,20.2608
20.3726,18.9182
24.1241,19.2378
28.2696,21.1664
25.2275,15.0179
23.818,24.617
24.6468,22.7178
27.7046,18.6036
27.133,19.5284
24.3102,20.6928
25.7666,18.7485
25.0497,19.3148
24.3334,22.1647
21.1891,17.7397
27.6993,18.6148
25.4728,21.0186
22.7373,15.3147
27.5491,26.1572
23.913,25.5987
28.9965,19.5496
27.4819,25.1398
25.1099,22.1569
20.9571,23.1419
23.3054,19.8398
27.6859,23.7421
26.7026,21.717
24.649,19.4955
23.0196,19.9401
23.6786,20.8511
27.3976,20.0994
25.1093,23.3006
19.049,23.6161
23.2039,23.305
25.665,20.9656
25.3477,26.2101
32.6171,23.7682
29.3692,20.977
28.5061,28.7976
26.725,18.0742
27.4462,22.2618
23.3784,19.7095
24.0336,23.9754
28.0796,22.4004
26.6278,21.9492
24.6842,18.936
25.9429,24.0381
30.516,24.4979
27.3901,20.4297
23.9711,21.525
24.5542,13.1092
21.5671,21.5099
18.4327,22.3574
18.9098,25.2113
22.1813,23.1454
24.6866,25.9358
29.1969,23.1393
25.4562,16.2941
